Emotion,Text
anger,masi aneh sama org org yg ngejual masker goblog sia teh bener bener setan anjing aing neangan eweh dimana mana anjing sia ngajual harga jiga nu eweh otak anjing setan sia ker kieu di jadikeun bisnis setan aing aral yeuh kumaha mun maung aing kaluar 
sadness,yadah lah pasrah sumerah aja sama gusti alloh 
anger,ijid anjing ih ka si kolo toure si jordon ibe pemaen goblog hungkul we di paenkeun firminho geus alus2 maen tukangna garoblog
joy,balik ngebut da hayang ngompol di jalak keneh eweh cai pisan manya kudu ngalaman make akua ath wow piraku makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
anger,mikir sateh nu loba kaluar negeri anu balenghar kovlok pinapsueun sateh
anger,orang bandung yeuh ngerakeun pisan si anying
joy,baheula min seueur tokoh sareung pupuhu anu tos ahli di tiap daerah kana bahasa deungeun cobi di sumpingan sok atoh jeung someah kolot mah meun nyalurkeun elmu ka budak ngora
fear,abimah sok sieun nempo mata essien teh ari batur sieun teu nya nempo mata abi 
joy,kapungkur nikmat pisan sareung raos nya teteh laukna tutut tur keong imut waktos aralit
fear,kakarak deui ngarasa sieun ngadenge cai hujan jeung angin jeung geledek nepika lilir kiyeu 
sadness,ngan saukur tiasa nyaklakeun cai soca teu tiasa ningali langsung jadilah penerus agama dan bangsa jagoanku ikmal
joy,bingah gaduh wargi tos janten penceramah muda ditambih mirif rhoma irama barokallah mugia disehatkeun
anger,jadi ieu teh gara gara sianya sia nyien teh bajingan pisan tong kitu gera hereyna teu lucu teu asup sumpah ngarti teu bangsat aing jadi teu bisa kamana mana gara gara sia anjing goblog pisan sia bangsatttttt
fear,meuni keeng kiye aduhhh gusti hujan the jng dor dar gelap deui 
anger,waduh eta ngahina pisan si koplok teh bagong tapi hati2 euy jigana ngahaja provokasi adu domba eta mah mun bisa mah adukeun jeung domba garut tah jelema teh
sadness,ayeuna nepi mun inget indung kadang sok cirambay sorangan pupuguh kaduhung emg sok paneuri matak nu boga kneh indung heg sing enya2 birul walidhain
anger,manajemen masih cicing wae berusaha neangan pelatih anu berkualitas fix sia manajemen goblog
joy,hatur nuhun mang mugi2 sing kagentosan langkung di kitu alhamdulilah jelema teh balalager gusti 
fear,isukan arek daremo nya sarieun euy isukan bade kaluar sing aya nu ngajieun jalanan maceut jadina weuh sarangeuk tp na da kumaha nya mun gawe mah teu bisa deui di tinggalkeun
joy,makasih sia geus perhatian duh bagja boga adi th sanajan sok pasea ge 
joy,kuat nyeuri kulit beuteung babarakatakan mana keneh aing di tempat gawe
joy,tong nepi diekspor kade kang alhamdulillah hade kabarna
fear,wew meni sarieun di jalan paamprok sareng budak gengster seeur aya mereun kanu 200 motor mah
fear,kawas angin nu reureuh gumelebug kaulanun ieu hat ngan tutunggulan ba asa lewang asa keueung enya ku seueur sametan nu acan kacumponan
joy,allhamdulillah hatur nuhun the nya teh miadasmawati meuni bungah kawiwirang lgsg di waler ku teteh hehe
anger,lebay lah boqsue bisi di galey kua aing
joy,paling nikmat teh lamun saharian geus cape balik mandi gogoleran sabari jendela dibukakeun duuh nuhun gusti ka imah
sadness,sok sedih nyurucud cai panon ningali awewe anu jadi ibu ibu digarawe bari dinu beus teh sarare deui nunutan isuk keneh geus ningalkeun budak nu kudu na di urus di mandian di huapan
fear,aslina kamari sob nu bikin ngabirigidig lalajona g
fear,jir sieun urang check up rutin ka rs bulan ieu loba nu positif urang pesimis jeung rs na soal na teu modar gegara corona tapi modar gegara jantung kambuh
joy,nuhun pisan abdi tos tiasa seuri nyakakak mugi jadi pahala 
anger,tolol panitiana akibat pandidikan tinggi tpi teu ngaji jadi tolol
sadness,karasa raheut manah pas anjeun indit ngalengkah bahela bungah bga carita endah ayena lengit nyesakeun ka gundah kudu tabah najan mbung pisah
joy,ge cenah poe mamak urang mangmelikeun bunda kebab jeung ngagofood double cheese burger mcd ge si bunda kuatka bungah padahal ngan saukur makanan kamari
anger,aranjing maneh kabeh nu gangguan kabogoh aing belum tau rasanya di mutilasi
anger,siaaaaa ka indung aing nyipok kadek kuaing siah
anger,siga itali jeung korea mah kadaruhung siah teh kehed d bere himbauan kieu teh narurut
sadness,matak mh sok kaduhung aing te naha bet biasa nyaho kie mh aing moal ngucapkeun siga biasana asa nyeri hate wh kitu hehe mnding lah mun jelas sababna aing boga salah iemh ojol2 teu puguh
fear,ka tasik apa kabar ciamis sedi aku tu cape kudu ameng na bumi caket alun2 ge jam 10 asa keueung tiiseun
fear,kalem ath moal ng stalk da sieun v ngabirigidig
anger,tangkurak sia teu boga cecedo 
fear,kolot kieu ngadenge iklan nightmare side di ardan make aplikasi android masih keneh keueung ih
anger,sia anjing pinafsueun wae euy boy dasar titisan saep
joy,ka dapur hujan ngaririncik hudang sare bus ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu ka ayaan nu matak endah ka bina bina lain bungah ku harta tapi bungah ku kawaasan hirup nu sa ayana
joy,ya allah nyeri kulit beuteung lah anjir seuseurian wa waduh parah euyy
fear,aduh abdi ts ngadegdeg sieun ampun ah
anger,sekarang dah puasa full di rumah tapi sedih anying da gara2 si corona romadon teh sepi we ah teu kieu romadon di imah kahayang aing mah siateh corona goblog
sadness,teuing har aing mah sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh engke leuwih baik tetap semangat nya ngan plis aing teh galike pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet
anger,si uyunk gblog taii najis ajeg moal nga band jeung si eta anjing pisan si eta gagal total ijid aing
joy,ajig ngadon babarakatakan kieu ningali persib teh ieu mah eweuh tegang tegang na
sadness,kamu lagi apa akumah lagi nalangsa da
joy,tiada yang paling nikmat mandi jam 4 subuh dan nunggu shalat subuh abis itu tidur lelap seger pisan enaaaaak
joy,ya iya atuh bahagia pisan makasih teh nisa
fear,rada muringkak bulu punuk menonton ruqyah the exorcism
fear,anjrit sarap ki embung ieu weh geus ngadegdeg aing
fear,udah dirumah sorangan di dekat rumah saya ada yang inalilahi asa keueung
sadness,nu mere kahadean jiga bantuan tangtu kabeh ngarep balesan cukup hargaan salila dirina aya tong nepi nyieun pamolah tur goreng lampah nu matak raheut manah beda jalma beda sipat nu jadi ubar lain cukup ku sabar
fear,urang sok sering ngimpi nu maraot atau aya babaturan nu maot heg sok kabeneran aya kabar duka sarieun anjir isukna
joy,balik ngebut da hayang ngompol eweh cai pisan manya kudu ngalaman make akua ath wow piraku makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak di jalak
sadness,emang anu teu boga nanaon mah teu bisa walakaya kecuali berusaha 
fear,asa hariwang kiyeu nyuak macaan berita mudah mudahan urang urang dipaparin kasehatan
anger,rudet ajig lalajo na ge komo ningali lord febri bow pinafsueun anyeeng
joy,alhamdulillah nasi tutug oncom bwtan si mba sambel bu rudi meuni nikmat
fear,ya alloh sarieun kieu nya bandung ayeuna 
joy,alhamdulillah hatur nuhun gusti padamelan di janteunkeun hobi
fear,gamau bayarin akulaku kredivo shopeepaylater gtu pa apalagi buat yg nganggur rek neangan gawe kudu diimah rek dagang keliling eweuh nu meuli da geus sararieun batur didieu teh bapa skincare abdi ge tos seep pa cik atu gratiskeun guardian jeung watsons ogenya
fear,garut kota na dmna sih sarieun teu narurut pisan titah caricing teh
joy,balik ti stadion obor light dinner jeung kabogoh nuhun gusti malam minggu
sadness,sayang anjen ngadangu teu ngajerit hate neng ngarepkeun anjen balik
joy,meni niat pisan ieu mah nu nuju seueur kahoyong dugi kaditu kadieu ge dibebelaan asa inget basa eta pernah kitu oge jauh mela melu diturutkeun ari kr aya bageur na mah kacumponan oge nu dipikahoyong teh nya wareg nya bungah nyaah pisan pokona mah hehe
sadness,sedih lah ningali babaturan geus karawin minimal nya geus baroga kabogoh tapi aku 
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak teu aneh di masyarakat urang loba nu geus kabangun kasadaran na di imah nerapkeun pola hirup sehat jeung mariilih cicing jadi lain pedah kasieunan sih
joy,hujan ngaririncik hudang sare bus ka dapur ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu ka ayaan nu matak endah ka bina bina lain bungah ku harta tapi bungah ku kawaasan hirup nu sa ayana 
joy,nyakakak seseurian baca gambar ieu rt infosebel inget baheula aing dimarahin operator 
anger,ngadagoan sia balik ti manado anjing mni lila da di galey ku aing gra deleken siah nu ngaran usup tah ku aing moal di bere ampun sia 
sadness,iwal ti pasrah jeung sumerah najan hate nyeuri peurih kudu pisah 
fear,asa keueung kieee di imah sorangn sedih loerdz
anger,di caffe pelatih geus wani manajemen ngejedog keneh laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud bari cing calengir bagong
joy,raresep ninggalan foto nu pariknik barungah baragja maraneh edan nuh
anger,wasit anjing edan bagong goblog jurig budeg modar setan 
joy,nembe dihaturkeun nuhun ka teteh anu diangir wargi twitter tiasa babarakatakan sasarengan nuhun teteh
fear,udahlah jangan di jajadi keun beki keueung abi
anger,reseeeep aing reseeep buburak euy kanu tara ngaca mah lahhh rudeet
fear,saya pernah kaditu pas backpacker ka jogja nyalira tujuanna bade tapi pas jalan uih ka kota deui ningali plang candi ratu boko dongkap rada sonten emang rada muringkak sih ka tebing breksi
fear,ka zona merah nyak matak sieun gung dateng sieun da rek naon
anger,tong ngabangus dina fb bisi didagor ku aing samaruk aing sieun meureun ku anu gede ti aing
fear,teing kumaha nya asa trauma sieun we ka jalmi anu ngarana rahmat jadi babaturan oge ges sieun komo lewih up ah
sadness,engke cai soca ngeclak mun emut kana dosa rumasa raga lamokot dosa ngungudag dunya taya reureuhna teu kabayang kumaha di alam baka
fear,ajig doa na ni serem kieu leuwih serem ti budak dejek nu babaledogan kamari
anger,anjing pisan eta budak letik wani ka awewe si aniing setan budak haram hungkul kesel
fear,asa keueung hirup di zaman sontoloyo
anger,sia ngomong teu ngaca heula ton emg gagasan sia naon nyinyir pan beunget sia mah kos sia rek jadi wakil rakyat amit amit
anger,eta budak sore pepeletek koplok kepret ku aing geura kamari
anger,biasana nu hese bebel teu daek cicing teh rata lalaki siga nu kuat wae eta imun lamun geus geuring weh minta tulungan na ka awewe cing athu para lalaki ngajedok di imah ulah bikin ripuh di imah
joy,alhamdulillah nuhun gusti kanggo nikmat sareng hidayah dinten ieu janten barokah kanggo abi keluarga sareng dulur sadayana amiin
anger,ka cimanuk puntenan pisan ieu mah cik atuh anyinc setan iblis babi bagong batur th rek malodar garoblog ecreug geura bisi palidkeun jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
sadness,bingung nu manggih tungtung susah manah nu aya sudana
anger,aing hayang neunggeul ieu jelema
fear,asli siah urang mah wani nanya
joy,nuhun gusti abi masih tiasa keneh tuang sareng keluarga kempel bareng nikmat pisan 
joy,ngupingkeun lagu cianjuran di tamih kopi hideung sareung hujan cuk clak nikmat kieu gusti
sadness,ngoceak marapatan jagad kawasa narimakeunna te ku rido bulan madunya kuring kiat ngabayangkeunna
fear,mau mandi asa takut kieu sendirian y di rumah
anger,so jdi jelma th lila2 mh centang ku aing gra ktu wae mh kalakuan
anger,anying beleum lah awewe na naha aing jadi kababawa aral kieu 
sadness,deudeuh jang sing sabar sing kuatnya
anger,pelatih geus wani manajemen ngejedog laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud bari cing calengir bagong di caffe
joy,balik ti stadion langsung obor light dinner jeung kabogoh nuhun gusti malam minggu
fear,sumpah serem ninggal langsung mah
fear,mati lampu ujan dordar gelap keueung to the max 
anger,mun indung aing nu di smprot ktu rek bupati rek sha ge di tengel ku aing mah asa culangung ka kolot 
anger,anjir bgt mnh bighit hayang digaplok ku urg oge naha te mere nyaho tiheula pan aing jantungan sare teh mnh mah eweuh gawe anjir
joy,deg degan pak kiyai dulu kalau lagi ngaji bab ini sok rame puguh loba babarakatakan tibatan nyimak
fear,kade ah nu di jalan sing ati angin na gagelebug pikasieuneun
sadness,aah sok nyeredet kana hate duh bet teu puguk rarasaan
anger,rek dileugleug mereunan anying haramm jadahhh jelema teh rek di jadikeun sambel ngarah nikmat korona dinu jero beuteungna matak jangarr ah
anger,engke emg kaayaan urg kieu ayana ayena disebut madesu ge ngan aing gs ngaluhuran sia di leyek ku aing mah sirah sia
anger,beunget sia nu kudu dilokdon
fear,di belakang rumah aku ada yang meninggal cucu cucunya pada nangis patarik tarik sarieun pisan
fear,hujan gede cuma berduaan sama mikha meuni keeung kieu atuhlahhhh di rumah
joy,ketemu beneran dong ama mantan walikota bandung dan sekarang jadi gubernur jabar kang ridwan kamil hatur nuhun atas waktunya semoga berkesan liburannya di ujung timur pulau jawa
joy,bungah kacida mun geus ningalian ieu teh
anger,sia bondon teh naon ajig
joy,kang hedi tos lami teu ninggal d tv meni asa bingah abi ayna ninggal kang hedi d indonesian idol 
sadness,yaa allah nya ge aing jalma baragajul tp nga denge kolot nyeri hate mah milu ngajerit hate aing ge 
sadness,nyeredet kanu manah ngadangu eta bobotoh nu luka leuwih ti 30 orang gustiii 
fear,ka hanteum ku truk urg bieu ti tukang nempo budak ancur muriding
sadness,sumpah hate leweh semangat sib mental tong rapuh insyaalloh indah dina waktuna
sadness,euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh babaturan eweh karunya nya aku
anger,dulur batur nginjem duit teh ukur bisa menta na giliran mayarna ngadon ngaralengit keur loba pangabutuh kieu sok matak pinafsueun pajarkeun anu butuh duit teh maranehna hungkul mereun
fear,td liat di hp mama grup wa ibu2 kmpk dipuskesmas deket rumah ada yang positif corona makin weh sieun astagahh
fear,heuh tadi rada ngadegdeg pas nu di tangkal cau serem ey
sadness,ari kieu teh sok inget ka kolot lamun inget kolot sok baper
fear,ninggali bulan keur full moon jol sarieun nahanya
anger,rudet psbb teh kabeh tempat dahar 24jam tarutup
joy,sumping ka majalengka di pangkas rambut passer bingah ningal na tiasa ka pendak sanajan sakedap
sadness,raheut manah nyeri hate ceurik getih tengteuingeun
joy,nikmat pisan berbuka dengan roti anu 2000 rokok magnum 3 batang air putih dan tea panas manis uhh
joy,ningali djanur seuri bungah asa ngenahen kitu santai bari diuk menikmati pertandingan nyaho gol weh
sadness,ka batur kasaha kami mah didieu jauh pisan ka tatanga maklum gening nyai hirup handapeun gunung mah komo eta pas listrik aliran lain ka landeuh meser lilin hah da meni matak cape anu sedihmah pas bade ninyuh kopi gas ns seep duh meni handeueul
fear,grgr corona gw jd males buka twitter iyasih cpt bgt dpt info baru tp atuhlah lieur aing ningalian corona corona corona wae jd sieun
sadness,nyurucud cipanon macana euy bisa nyalahkeun sasaha urang mah
joy,ya allah gawe meuni bahagia ayeuna mah aya nu perhatian thank god
sadness,di bumi sok ujug2 asa sararedih asa waas tapi duka kunaon kadang2 lamun tos kieu teh hoyong uih heula ari mah asa diubaran
fear,ini kenapa meni gak ada kabar banget ihhh asa melang ini iiih teh
sadness,baheula asli na da kaduhung mah ayna coba mun diwaro mah adem ayem weh mreun nepi kaayeuna m0al aya pikiran
fear,asli ngarinding ngadenge lengser wengi
sadness,sedih di tahan perih di lawan tetep seuri walaupun hate nalangsa loba kanyeuri lain keur sandiwara tapi sekedar nyoba tegar tanpa loba nyarita kasasaha
sadness,tengah jemplang jempeling jol seak hate cing seredet sedih nu pgh tea asa hayang cerik asa hayang ngajerit maratan langit ngoceak maratan jagat bakt ku sedh na ieu hate anu pgh mimitinw kmha jol peuting
joy,hatur nuhun kanggo kapercayaan bingah ningali na teh melly ngumpul ngariung dibarisan akal
sadness,inget ka kolot inget ka kolot ukur bisa ngabayangkeun poe ieu kuring nyegruk dina lahunan pun indung ngedalkeun kabeungberat lalakon hirup jeung peurihna hate menta rido nu jadi indung jeung bapa najan jadi kodratna tinu kawasamah hampura abdi
anger,di imah tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
